brand,serie,code,color,bases,surfaces,mediums,sources,note,desc_en,desc_es,desc_ja,equivs
ak,S,11153,#182D27,8,4,5,ak_equiv21,,Extra Dark Green,,,av;70.896;ak_equiv21|tamiya;XF27;ak_equiv21|humbrol;91;ak_equiv21|rlm;73;ak_equiv21|ral;6012;ak_equiv21
ak,S,11154,#383923,8,4,5,ak_equiv21,,German Field Grey,,,av;70.830;ak_equiv21|gunze;H73;ak_equiv21|tamiya;XF65;ak_equiv21|humbrol;92;ak_equiv21|ral;7009;ak_equiv21|fs;34086;ak_equiv21|revell;79;ak_equiv21
ak,S,11155,#272A13,8,4,5,ak_equiv21,,Command Green,,,av;70.888;ak_equiv21|gunze;H80;ak_equiv21|tamiya;XF67;ak_equiv21|rlm;71;ak_equiv21|ral;6006;ak_equiv21|fs;24079;ak_equiv21
ak,S,11156,#443C1B,8,4,5,ak_equiv21,,Camouﬂage Green,,,av;70.887;ak_equiv21|gunze;H52;ak_equiv21|tamiya;XF81;ak_equiv21|rlm;81;ak_equiv21|fs;34087;ak_equiv21
ak,S,11157,#3A3514,8,4,5,ak_equiv21,,US Dark Green,,,av;70.893;ak_equiv21|gunze;H64;ak_equiv21|tamiya;XF13;ak_equiv21|humbrol;116;ak_equiv21|testor;1710;ak_equiv21|fs;34079;ak_equiv21|revell;67;ak_equiv21
ak,S,11158,#2D2A12,8,4,5,ak_equiv21,,Reﬂective Green,,,av;70.890;ak_equiv21|gunze;H320;ak_equiv21|tamiya;XF58;ak_equiv21|humbrol;102;ak_equiv21|testor;1716;ak_equiv21|ral;6003;ak_equiv21|fs;34082;ak_equiv21|revell;45;ak_equiv21
ak,S,11159,#1F2411,8,4,5,ak_equiv21,,Russian Green,,,av;70.894;ak_equiv21|gunze;H420;ak_equiv21|tamiya;XF62;ak_equiv21|rlm;80;ak_equiv21|fs;34083;ak_equiv21
ak,S,11160,#061A0E,8,4,5,ak_equiv21,,Black Green,,,av;70.980;ak_equiv21|gunze;H59;ak_equiv21|tamiya;XF11;ak_equiv21|real;RC034;ak_equiv21|citadel;50013;ak_equiv21
ak,S,11161,#AABEB2,8,4,5,ak_equiv21,,Pale Blue,,,av;70.906;ak_equiv21|gunze;H418;ak_equiv21|tamiya;XF23;ak_equiv21|rlm;65;ak_equiv21|fs;35352;ak_equiv21
ak,S,11162,#A8B7B6,8,4,5,ak_equiv21,,Spectrum Blue,,,gunze;H67;ak_equiv21
ak,S,11163,#5E6363,8,4,5,ak_equiv21,,Intermediate Blue,,,av;70.903;ak_equiv21|tamiya;XF25;ak_equiv21|humbrol;144;ak_equiv21|testor;1720;ak_equiv21|fs;35164;ak_equiv21|revell;79;ak_equiv21
ak,S,11164,#435A51,8,4,5,ak_equiv21,,Dark Blue-Grey,,,av;70.904;ak_equiv21|humbrol;157;ak_equiv21|fs;35189;ak_equiv21
ak,S,11165,#58646E,8,4,5,ak_equiv21,,Grey-Blue,,,av;70.943;ak_equiv21|gunze;H42;ak_equiv21|humbrol;109;ak_equiv21|fs;35177;ak_equiv21|real;RC256;ak_equiv21
ak,S,11166,#4B5250,8,4,5,ak_equiv21,,French Blue,,,av;70.900;ak_equiv21|gunze;H305;ak_equiv21|fs;36176;ak_equiv21
ak,S,11167,#0F262B,8,4,5,ak_equiv21,,Anthracite Grey,,,gunze;H42;ak_equiv21|tamiya;XF18;ak_equiv21|real;RC297;ak_equiv21
ak,S,11169,#33867A,8,4,5,ak_equiv21,,Blue-Green,,,av;70.808;ak_equiv21|ral;5018;ak_equiv21|fs;35275;ak_equiv21|citadel;51020;ak_equiv21
ak,S,11170,#056659,8,4,5,ak_equiv21,,Aquatic Turquoise,,,av;70.840;ak_equiv21
ak,S,11171,#02494C,8,4,5,ak_equiv21,,Turquoise,,,av;70.966;ak_equiv21
ak,S,11172,#003639,8,4,5,ak_equiv21,,Archaic Turquoise,,,
ak,S,11173,#123434,8,4,5,ak_equiv21,,Ocean Blue,,,tamiya;XF50;ak_equiv21
ak,S,11174,#BBE0DB,8,4,5,ak_equiv21,,Snow Blue,,,
ak,S,11175,#7AC0C8,8,4,5,ak_equiv21,,Sky Blue,,,av;70.961;ak_equiv21|humbrol;47;ak_equiv21|testor;1508;ak_equiv21|revell;50;ak_equiv21
ak,S,11176,#61B4C3,8,4,5,ak_equiv21,,Deep Sky Blue,,,av;70.844;ak_equiv21|gunze;H323;ak_equiv21|fs;35250;ak_equiv21
ak,S,11177,#3A889D,8,4,5,ak_equiv21,,Ducat Blue,,,av;70.841;ak_equiv21|gunze;H25;ak_equiv21|ral;5012;ak_equiv21
ak,S,11178,#014566,8,64,5,ak_equiv21,,Fluorescent Blue,,,av;70.736;ak_equiv21
ak,S,11179,#21407E,8,4,5,ak_equiv21,,Ultramarine,,,av;70.839;ak_equiv21
ak,S,11180,#1C2652,8,4,5,ak_equiv21,,Imperial Blue,,,gunze;H465;ak_equiv21
ak,S,11181,#112E4D,8,4,5,ak_equiv21,,Dark Blue,,,av;70.925;ak_equiv21|gunze;H5;ak_equiv21|humbrol;25;ak_equiv21|fs;35095;ak_equiv21|revell;56;ak_equiv21|citadel;51015;ak_equiv21
ak,S,11183,#2D2948,8,4,5,ak_equiv21,,Amethyst Blue,,,gunze;H35;ak_equiv21
ak,S,11184,#083947,8,4,5,ak_equiv21,,Medium Blue,,,av;70.963;ak_equiv21|gunze;H88;ak_equiv21|tamiya;X13;ak_equiv21|humbrol;52;ak_equiv21|testor;2702;ak_equiv21|rlm;24;ak_equiv21|ral;5019;ak_equiv21|fs;25102;ak_equiv21|revell;98;ak_equiv21
ak,S,11185,#044960,8,4,5,ak_equiv21,,Star Blue,,,gunze;H322;ak_equiv21
ak,S,11186,#022737,8,4,5,ak_equiv21,,Light Prussian Blue,,,av;70.965;ak_equiv21|tamiya;XF8;ak_equiv21|humbrol;25;ak_equiv21|ral;5000;ak_equiv21|fs;35052;ak_equiv21|revell;156;ak_equiv21
ak,S,11187,#00081D,8,4,5,ak_equiv21,,Strong Dark Blue,,,gunze;H326;ak_equiv21|fs;35044;ak_equiv21
ak,S,11188,#2D3540,8,4,5,ak_equiv21,,Oxford,,,av;70.807;ak_equiv21|humbrol;104;ak_equiv21|revell;350;ak_equiv21|real;RC257;ak_equiv21
ak,S,11189,#000016,8,4,5,ak_equiv21,,Dark Prussian Blue,,,av;70.899;ak_equiv21|gunze;H5;ak_equiv21|tamiya;X3;ak_equiv21|humbrol;15;ak_equiv21|testor;1511;ak_equiv21|fs;35048;ak_equiv21|revell;54;ak_equiv21
ak,S,11190,#010F0E,8,4,5,ak_equiv21,,Dark Sea Blue,,,av;70.898;ak_equiv21|gunze;H54;ak_equiv21|tamiya;XF17;ak_equiv21|humbrol;79;ak_equiv21|ral;5004;ak_equiv21|fs;35042;ak_equiv21|revell;77;ak_equiv21
ak,S,11213,#C92026,8,16,5,ak_equiv21,,Clear Red,,,av;70.934;ak_equiv21|gunze;H90;ak_equiv21
ak,S,11214,#1C305B,8,16,5,ak_equiv21,,Clear Blue,,,av;70.938;ak_equiv21|gunze;H93;ak_equiv21
ak,S,11215,#6C4A25,8,16,5,ak_equiv21,,Clear Smoke,,,av;70.939;ak_equiv21|gunze;H95;ak_equiv21
ak,S,11216,#17A24A,8,16,5,ak_equiv21,,Clear Green,,,av;70.936;ak_equiv21|gunze;H94;ak_equiv21
ak,S,11217,#F89624,8,16,5,ak_equiv21,,Clear Yellow,,,av;70.937;ak_equiv21|gunze;H91;ak_equiv21|real;RC507;ak_equiv21
ak,S,11218,#F26721,8,16,5,ak_equiv21,,Clear Orange,,,av;70.935;ak_equiv21|gunze;H92;ak_equiv21
av,AD,81.121,#C8CAC9,8,8,4,gh_minp,,Silver,,,
av,AD,81.122,#E4B239,8,8,4,gh_minp,,Gold,,,
av,AD,81.123,#6D4C21,8,8,4,gh_minp,,Bronze,,,
av,AD,81.124,#CCBDBA,8,8,4,gh_minp,,Old Silver,,,
av,AD,81.171,#BB4812,8,8,4,gh_minp,,Copper,,,
av,AD,84.154,#E5E5E5,8,1,4,gh_minp,,Gloss Varnish,,,
av,AD,84.155,#DCDCDC,8,4,4,gh_minp,,Matt Varnish,,,
av,AD,84.158,#C2C2C2,8,32,4,gh_minp,,Pearl Medium,,,
av,AD,84.159,#ECECEC,8,4,4,gh_minp,,Textile Medium,,,
av,AD,84.160,#F8F5E5,8,4,4,gh_minp,,Crackle Medium,,,
av,AD,84.169,#FFFFFF,8,2,4,gh_minp,,Satin Varnish,,,
av,AD,85.001,#FFFFFF,8,4,4,gh_minp,,White,,,
av,AD,85.002,#FCFDED,8,4,4,gh_minp,,Antique White,,,
av,AD,85.003,#FFFDE2,8,4,4,gh_minp,,Buttermilk,,,
av,AD,85.004,#EEF2CD,8,4,4,gh_minp,,Taffy Cream,,,
av,AD,85.005,#DEEF90,8,4,4,gh_minp,,Pineapple,,,
av,AD,85.006,#FEE8B0,8,4,4,gh_minp,,Moon Yellow,,,
av,AD,85.007,#FEEC40,8,4,4,gh_minp,,Lemon Yellow,,,
av,AD,85.008,#FFE15D,8,4,4,gh_minp,,Yellow,,,
av,AD,85.009,#F9B105,8,4,4,gh_minp,,Dark Yellow,,,
av,AD,85.010,#FDDA9A,8,4,4,gh_minp,,Tulip Yellow,,,
av,AD,85.011,#EDEBC6,8,4,4,gh_minp,,Desert Sand,,,
av,AD,85.012,#FEE8D9,8,4,4,gh_minp,,Arena Sand,,,
av,AD,85.013,#FEBB39,8,4,4,gh_minp,,Harvest Yellow,,,
av,AD,85.014,#E1A788,8,4,4,gh_minp,,Yellow Ochre,,,
av,AD,85.015,#856A3B,8,8,4,gh_minp,,Antique Gold,,,
av,AD,85.016,#FED2D8,8,4,4,gh_minp,,Flesh,,,
av,AD,85.017,#FAD0D1,8,4,4,gh_minp,,Medium Flesh,,,
av,AD,85.018,#EEC3B2,8,4,4,gh_minp,,Flesh Tone no. 2,,,
av,AD,85.019,#FCA6B4,8,4,4,gh_minp,,Peaches,,,
av,AD,85.020,#FC8992,8,4,4,gh_minp,,Dusty Rose,,,
av,AD,85.021,#D39699,8,4,4,gh_minp,,Hyacinth Rose,,,
av,AD,85.022,#F4A5AB,8,4,4,gh_minp,,Spice Pink,,,
av,AD,85.023,#DC6888,8,4,4,gh_minp,,Gooseberry Pink,,,
av,AD,85.024,#DB4584,8,4,4,gh_minp,,Boysenberry Pink,,,
av,AD,85.025,#ED7590,8,4,4,gh_minp,,Coral Rose,,,
av,AD,85.026,#FB7129,8,4,4,gh_minp,,Tangerine,,,
av,AD,85.027,#F64128,8,4,4,gh_minp,,Pumpkin,,,
av,AD,85.028,#E5371C,8,4,4,gh_minp,,Dark Orange,,,
av,AD,85.029,#E20F16,8,4,4,gh_minp,,Fire Red,,,
av,AD,85.030,#D92625,8,4,4,gh_minp,,Burnt Orange,,,
av,AD,85.031,#BE3E17,8,4,4,gh_minp,,Georgia Clay,,,
av,AD,85.032,#C61819,8,4,4,gh_minp,,Naphthol Red,,,
av,AD,85.033,#E20F16,8,4,4,gh_minp,,Calico Red,,,
av,AD,85.034,#9F1B19,8,4,4,gh_minp,,Country Red,,,
av,AD,85.035,#E82B6D,8,4,4,gh_minp,,Rose Red,,,
av,AD,85.036,#943856,8,4,4,gh_minp,,Raspberry,,,
av,AD,85.037,#C41422,8,4,4,gh_minp,,Burgundy,,,
av,AD,85.038,#A81915,8,4,4,gh_minp,,Berry Red,,,
av,AD,85.039,#833F58,8,4,4,gh_minp,,Crimson Tide,,,
av,AD,85.040,#742916,8,4,4,gh_minp,,Red Iron Oxide,,,
av,AD,85.041,#9F4F5E,8,4,4,gh_minp,,Mauve,,,
av,AD,85.042,#7B1C16,8,4,4,gh_minp,,Brandywine,,,
av,AD,85.043,#4A2828,8,4,4,gh_minp,,Cranberry,,,
av,AD,85.044,#663330,8,4,4,gh_minp,,Rookwood Red,,,
av,AD,85.045,#482359,8,4,4,gh_minp,,Purple,,,
av,AD,85.046,#FEA8D6,8,4,4,gh_minp,,Baby Pink,,,
av,AD,85.047,#FA68B8,8,4,4,gh_minp,,Light Magenta,,,
av,AD,85.048,#AF1F5C,8,4,4,gh_minp,,Dark Orchid,,,
av,AD,85.049,#AC2D84,8,4,4,gh_minp,,Bougainvillea,,,
av,AD,85.050,#412B6C,8,4,4,gh_minp,,True Violet,,,
av,AD,85.051,#DDABD9,8,4,4,gh_minp,,Lila,,,
av,AD,85.052,#DD97CF,8,4,4,gh_minp,,Orchid,,,
av,AD,85.053,#CA64B6,8,4,4,gh_minp,,Pale Lavender,,,
av,AD,85.054,#7E398C,8,4,4,gh_minp,,Lavender,,,
av,AD,85.055,#986BB8,8,4,4,gh_minp,,Hyacinth Blue,,,
av,AD,85.056,#939ED6,8,4,4,gh_minp,,Country Blue,,,
av,AD,85.057,#5F779D,8,4,4,gh_minp,,Williamsburg Blue,,,
av,AD,85.058,#014C8D,8,4,4,gh_minp,,True Blue,,,
av,AD,85.059,#244997,8,4,4,gh_minp,,Sapphire Blue,,,
av,AD,85.060,#2E2979,8,4,4,gh_minp,,Ultra Blue Deep,,,
av,AD,85.061,#BCCEEC,8,4,4,gh_minp,,Baby Blue,,,
av,AD,85.062,#5A7E9F,8,4,4,gh_minp,,Salem Blue,,,
av,AD,85.063,#29409A,8,4,4,gh_minp,,Medium Blue,,,
av,AD,85.064,#1B2E6A,8,4,4,gh_minp,,Blueberry,,,
av,AD,85.065,#324C65,8,4,4,gh_minp,,Wedgewood Blue,,,
av,AD,85.066,#3F6A8A,8,4,4,gh_minp,,French Blue,,,
av,AD,85.067,#35578D,8,4,4,gh_minp,,Victorian Blue,,,
av,AD,85.068,#363153,8,4,4,gh_minp,,Uniform Blue,,,
av,AD,85.069,#2E214F,8,4,4,gh_minp,,Navy Blue,,,
av,AD,85.070,#012D2C,8,4,4,gh_minp,,Midnight Blue,,,
av,AD,85.071,#9BD5D9,8,4,4,gh_minp,,Indian Turquoise,,,
av,AD,85.072,#6AA29F,8,4,4,gh_minp,,Blue Grey Mist,,,
av,AD,85.073,#3B5D6A,8,4,4,gh_minp,,Blue Maze,,,
av,AD,85.074,#4F8384,8,4,4,gh_minp,,Colonial Green,,,
av,AD,85.075,#01937E,8,4,4,gh_minp,,Deep Teal,,,
av,AD,85.076,#85CAC7,8,4,4,gh_minp,,Sea Aqua,,,
av,AD,85.077,#A6CBAA,8,4,4,gh_minp,,Mint Julep,,,
av,AD,85.078,#018D8C,8,4,4,gh_minp,,Desert Turquoise,,,
av,AD,85.079,#006279,8,4,4,gh_minp,,Turquoise,,,
av,AD,85.080,#007B59,8,4,4,gh_minp,,Bluegrass Green,,,
av,AD,85.081,#BCD731,8,4,4,gh_minp,,Spring Yellow,,,
av,AD,85.082,#99DA84,8,4,4,gh_minp,,Apple Green,,,
av,AD,85.083,#77B48A,8,4,4,gh_minp,,Jade Green,,,
av,AD,85.084,#005D40,8,4,4,gh_minp,,Dark Pine,,,
av,AD,85.085,#206D2F,8,4,4,gh_minp,,Plantation Pine,,,
av,AD,85.086,#DEF2CA,8,4,4,gh_minp,,Spring Green,,,
av,AD,85.087,#97C45B,8,4,4,gh_minp,,Yellow Green,,,
av,AD,85.088,#008B4F,8,4,4,gh_minp,,Green,,,
av,AD,85.089,#055D2B,8,4,4,gh_minp,,Forest Green,,,
av,AD,85.090,#1E3930,8,4,4,gh_minp,,Evergreen,,,
av,AD,85.091,#61C44E,8,4,4,gh_minp,,Bright Green,,,
av,AD,85.092,#008E4D,8,4,4,gh_minp,,Kelly Green,,,
av,AD,85.093,#347645,8,4,4,gh_minp,,Mistletoe,,,
av,AD,85.094,#004A39,8,4,4,gh_minp,,Holly Green,,,
av,AD,85.095,#056C41,8,4,4,gh_minp,,Viridian Green,,,
av,AD,85.096,#5DA97A,8,4,4,gh_minp,,Light Avocado,,,
av,AD,85.097,#104B25,8,4,4,gh_minp,,Olive Green,,,
av,AD,85.098,#006E37,8,4,4,gh_minp,,Leaf Green,,,
av,AD,85.099,#457E6D,8,4,4,gh_minp,,Teal Green,,,
av,AD,85.100,#71706B,8,4,4,gh_minp,,Neutral Grey,,,
av,AD,85.101,#ECECEC,8,4,4,gh_minp,,Dove Grey,,,
av,AD,85.102,#C5B4A8,8,4,4,gh_minp,,Grey Sky,,,
av,AD,85.103,#B2A48F,8,4,4,gh_minp,,Cool Neutral Tone,,,
av,AD,85.104,#B4B3AE,8,4,4,gh_minp,,Slate Grey,,,
av,AD,85.105,#D37B82,8,4,4,gh_minp,,Taupe,,,
av,AD,85.106,#F39C81,8,4,4,gh_minp,,Warm Neutral Tone,,,
av,AD,85.107,#FEBDB5,8,4,4,gh_minp,,Cashmere Beige,,,
av,AD,85.108,#B57B69,8,4,4,gh_minp,,Mink Tan,,,
av,AD,85.109,#B6802A,8,4,4,gh_minp,,Ochre,,,
av,AD,85.110,#C87356,8,4,4,gh_minp,,Golden Ochre,,,
av,AD,85.111,#FAD1B1,8,4,4,gh_minp,,Toffee,,,
av,AD,85.112,#FB8A7C,8,4,4,gh_minp,,Mocha,,,
av,AD,85.113,#AC7757,8,4,4,gh_minp,,Raw Sienna,,,
av,AD,85.114,#915E48,8,4,4,gh_minp,,Sable Brown,,,
av,AD,85.115,#A27784,8,4,4,gh_minp,,Lt Cinnamon,,,
av,AD,85.116,#672C28,8,4,4,gh_minp,,Burnt Sienna,,,
av,AD,85.117,#4B473E,8,4,4,gh_minp,,Burnt Umber,,,
av,AD,85.118,#522721,8,4,4,gh_minp,,Dark Chocolate,,,
av,AD,85.119,#253338,8,4,4,gh_minp,,Charcoal Grey,,,
av,AD,85.120,#020202,8,4,4,gh_minp,,Black,,,
av,AD,85.132,#FFF170,8,4,4,gh_minp,,Neon Yellow,,,
av,AD,85.133,#F58841,8,32,4,gh_minp,,Orange Pearl,,,
av,AD,85.134,#EB4E22,8,4,4,gh_minp,,Neon Red,,,
av,AD,85.135,#E50058,8,4,4,gh_minp,,Neon Pink,,,
av,AD,85.136,#E60068,8,4,4,gh_minp,,Neon Magenta,,,
av,AD,85.137,#06266D,8,4,4,gh_minp,,Neon Blue,,,
av,AD,85.138,#009331,8,4,4,gh_minp,,Neon Green,,,
av,AD,85.163,#1E3930,8,4,4,gh_minp,,Black Green,,,
av,AD,85.173,#940D3B,8,4,4,gh_minp,,Permanent Rose,,,
av,AD,85.174,#421922,8,4,4,gh_minp,,Dark Rosewood,,,
av,AD,85.175,#CD9D37,8,4,4,gh_minp,,Antique Ochre,,,
av,AD,85.176,#833331,8,4,4,gh_minp,,Autumn Red,,,
av,GA,72.701,#FFFFFF,8,4,1,gh_minp,,Dead White,,,
av,GA,72.703,#FADACF,8,4,1,gh_minp,,Pale Flesh,,,
av,GA,72.704,#E7AE81,8,4,1,gh_minp,,Elf Skin Tone,,,
av,GA,72.705,#FCBC02,8,4,1,gh_minp,,Moon Yellow,,,
av,GA,72.706,#F6B422,8,4,1,gh_minp,,Sun Yellow,,,
av,GA,72.707,#F19A00,8,8,1,gh_minp,,Gold Yellow,,,
av,GA,72.708,#EA632B,8,4,1,gh_minp,,Orange Fire,,,
av,GA,72.709,#E64C2A,8,4,1,gh_minp,,Hot Orange,,,
av,GA,72.710,#CD3230,8,4,1,gh_minp,,Bloody Red,,,
av,GA,72.711,#693B3D,8,4,1,gh_minp,,Gory Red,,,
av,GA,72.712,#9C122C,8,4,1,gh_minp,,Scarlet Red,,,
av,GA,72.713,#DA88B8,8,4,1,gh_minp,,Squid Pink,,,
av,GA,72.714,#B0376D,8,4,1,gh_minp,,Warlord Purple,,,
av,GA,72.715,#39373A,8,4,1,gh_minp,,Hexed Lichen,,,
av,GA,72.720,#04316A,8,4,1,gh_minp,,Imperial Blue,,,
av,GA,72.721,#026EB6,8,4,1,gh_minp,,Magic Blue,,,
av,GA,72.722,#1D548A,8,4,1,gh_minp,,Ultramarine Blue,,,
av,GA,72.723,#2E95B4,8,4,1,gh_minp,,Electric Blue,,,
av,GA,72.728,#274E39,8,4,1,gh_minp,,Dark Green,,,
av,GA,72.729,#246B49,8,4,1,gh_minp,,Sick Green,,,
av,GA,72.730,#6B7342,8,4,1,gh_minp,,Goblin Green,,,
av,GA,72.732,#80AF49,8,4,1,gh_minp,,Scorpy Green,,,
av,GA,72.733,#92BD16,8,4,1,gh_minp,,Light Livery Green,,,
av,GA,72.734,#C3B89C,8,4,1,gh_minp,,Bone White,,,
av,GA,72.735,#C8BC8A,8,4,1,gh_minp,,Dead Flesh,,,
av,GA,72.736,#EF9849,8,8,1,gh_minp,,Bronze Flesh Tone,,,
av,GA,72.740,#855C26,8,4,1,gh_minp,,Cobra Leather,,,
av,GA,72.741,#D99169,8,4,1,gh_minp,,Dwarf Skin,,,
av,GA,72.743,#7A543D,8,4,1,gh_minp,,Beasty Brown,,,
av,GA,72.744,#5B4844,8,4,1,gh_minp,,Dark Flesh Tone,,,
av,GA,72.745,#4D4542,8,4,1,gh_minp,,Charred Brown,,,
av,GA,72.747,#ACBDCD,8,4,1,gh_minp,,Wolf Grey,,,
av,GA,72.748,#576878,8,4,1,gh_minp,,Sombre Grey,,,
av,GA,72.749,#A1A2A4,8,4,1,gh_minp,,Stone Wall Grey,,,
av,GA,72.750,#828385,8,4,1,gh_minp,,Cold Grey,,,
av,GA,72.751,#010101,8,4,1,gh_minp,,Black,,,
av,GA,72.752,#A7ACB0,8,8,1,gh_minp,,Silver,,,
av,GA,72.753,#AEAEAE,8,8,1,gh_minp,,Chain Mail Silver,,,
av,GA,72.754,#6E6F71,8,8,1,gh_minp,,Gunmetal,,,
av,GA,72.755,#EBAE00,8,8,1,gh_minp,,Polished Gold,,,
av,GA,72.756,#C4905E,8,8,1,gh_minp,,Glorious Gold,,,
av,GA,72.757,#95664C,8,8,1,gh_minp,,Bright Bronze,,,
av,GA,72.758,#A15323,8,8,1,gh_minp,,Brassy Brass,,,
av,GA,72.761,#AA9D73,8,4,1,gh_minp,,Khaki,,,
av,GA,72.762,#7B6848,8,4,1,gh_minp,,Earth,,,
av,GA,72.763,#A7844E,8,4,1,gh_minp,,Desert Yellow,,,
av,GA,72.769,#F6BD90,8,4,1,gh_minp,,Flesh,,,
av,GA,72.770,#A26641,8,4,1,gh_minp,,Burned Flesh,,,
av,GA,72.771,#A17C62,8,4,1,gh_minp,,Barbarian Flesh,,,
av,GA,72.772,#79423D,8,4,1,gh_minp,,Red Terracotta,,,
av,GA,72.776,#6D62A6,8,4,1,gh_minp,,Alien Purple,,,
av,GA,76.001,#FFFFFF,8,4,1,av_cc298,,Dead White,Blanco Calavera,,av;72.001;av_cc298|av;70.600;av_cc298
av,GA,76.003,#DD9C7A,8,4,1,av_cc298,,Pale Flesh,Carne Pálida,,av;72.003;av_cc298|av;28.024;av_cc298
av,GA,76.004,#D1844E,8,4,1,av_cc298,,Elf Skin Tone,Piel de Elfos,,av;72.004;av_cc298
av,GA,76.005,#EEA125,8,4,1,av_cc298,,Moon Yellow,Amarillo lunar,,av;72.005;av_cc298
av,GA,76.006,#F8971D,8,4,1,av_cc298,,Sun Yellow,Amarillo Soleado,,av;72.006;av_cc298|av;28.018;av_cc298|av;70.629;av_cc298
av,GA,76.007,#F47720,8,4,1,av_cc298,,Gold Yellow,Amarillo Dorado,,av;72.007;av_cc298
av,GA,76.008,#F15822,8,4,1,av_cc298,,Orange Fire,Naranja Fuego,,av;72.008;av_cc298
av,GA,76.010,#9C1F1E,8,4,1,av_cc298,,Bloody Red,Rojo Sanguina,,av;72.010;av_cc298|av;28.023;av_cc298|av;70.632;av_cc298
av,GA,76.012,#390108,8,4,1,av_cc298,,Scarlet Red,Rojo Escarlata,,av;72.012;av_cc298|av;28.016;av_cc298
av,GA,76.013,#B1639D,8,4,1,av_cc298,,Squid Pink,Rosa Pulpo,,av;72.013;av_cc298
av,GA,76.014,#570F3A,8,4,1,av_cc298,,Warlord Purple,Púrpura,,av;72.014;av_cc298
av,GA,76.016,#201634,8,4,1,av_cc298,,Royal Purple,Púrpura Real,,av;72.016;av_cc298
av,GA,76.019,#0E0F23,8,4,1,av_cc298,,Night Blue,Azul Negro,,av;72.019;av_cc298
av,GA,76.020,#091030,8,4,1,av_cc298,,Imperial Blue,Azul Imperial,,av;72.020;av_cc298
av,GA,76.021,#154B93,8,4,1,av_cc298,,Magic Blue,Azul Mágico,,av;72.021;av_cc298|av;28.030;av_cc298
av,GA,76.022,#191F42,8,4,1,av_cc298,,Ultramarine Blue,Azul Ultramar,,av;72.022;av_cc298|av;28.017;av_cc298|av;70.625;av_cc298
av,GA,76.023,#2B799F,8,4,1,av_cc298,,Electric Blue,Azul Eléctrico,,av;72.023;av_cc298
av,GA,76.024,#004F57,8,4,1,av_cc298,,Turquoise,Halcón Milenario,,av;72.024;av_cc298
av,GA,76.026,#006E56,8,4,1,av_cc298,,Jade Green,Verde Jade,,av;72.026;av_cc298
av,GA,76.027,#0D3A34,8,4,1,av_cc298,,Scurvy Green,Verde Casposo,,av;72.027;av_cc298
av,GA,76.028,#1A2A21,8,4,1,av_cc298,,Dark Green,Verde Oscuro,,av;72.028;av_cc298|av;28.026;av_cc298
av,GA,76.031,#746A36,8,4,1,av_cc298,,Camouflage Green,Verde Camuflaje,,av;72.031;av_cc298
av,GA,76.032,#568042,8,4,1,av_cc298,,Scorpy Green,Verde Escorpena,,av;72.032;av_cc298
av,GA,76.034,#CCC4A3,8,4,1,av_cc298,,Bone White,Blanco Hueso,,av;72.034;av_cc298|av;28.013;av_cc298
av,GA,76.035,#9C884D,8,4,1,av_cc298,,Dead Flesh,Carne Muerta,,av;72.035;av_cc298|av;28.022;av_cc298
av,GA,76.036,#AF6E32,8,4,1,av_cc298,,Bronze Brown,Marrón Bronceado,,av;72.036;av_cc298
av,GA,76.040,#563A1A,8,4,1,av_cc298,,Leather Brown,Marrón Cuero,,av;72.040;av_cc298|av;28.014;av_cc298
av,GA,76.042,#5F330D,8,4,1,av_cc298,,Parasite Brown,Piel de Parásitos,,av;72.042;av_cc298
av,GA,76.043,#412906,8,4,1,av_cc298,,Beasty Brown,Marrón Bichos,,av;72.043;av_cc298|av;28.019;av_cc298
av,GA,76.045,#261209,8,4,1,av_cc298,,Charred Brown,Marrón Carbonizado,,av;72.045;av_cc298
av,GA,76.047,#9CB4B8,8,4,1,av_cc298,,Wolf Grey,Gris Lobo,,av;72.047;av_cc298|av;28.020;av_cc298
av,GA,76.048,#2F3B42,8,4,1,av_cc298,,Sombre Grey,Gris Sombra,,av;72.048;av_cc298
av,GA,76.049,#67655F,8,4,1,av_cc298,,Stonewall Grey,Gris Muralla,,av;72.049;av_cc298
av,GA,76.050,#3F4345,8,4,1,av_cc298,,Neutral Grey,Gris Neutral,,av;72.050;av_cc298
av,GA,76.051,#000000,8,4,1,av_cc298,,Black,Negro,,av;72.051;av_cc298|av;70.602;av_cc298
av,GA,76.062,#3A2C15,8,4,1,av_cc298,,Earth,Tierra,,av;72.062;av_cc298
av,GA,76.063,#755B30,8,4,1,av_cc298,,Desert Yellow,Desierto,,av;72.063;av_cc298|av;28.015;av_cc298
av,GA,76.071,#755C3E,8,4,1,av_cc298,,Barbarian Skin,Piel de Bárbaro,,av;72.071;av_cc298
av,GA,76.076,#4E417F,8,4,1,av_cc298,,Alien Purple,Púrpura Alienígena,,av;72.076;av_cc298|av;28.025;av_cc298
av,GA,76.100,#E2745F,8,4,1,av_cc298,,Rosy Flesh,Carne Rosa,,av;72.100;av_cc298
av,GA,76.107,#AA574B,8,4,1,av_cc298,,Athena Skin,Piel de Atenea,,av;72.107;av_cc298
av,GA,76.109,#EAC143,8,4,1,av_cc298,,Toxic Yellow,Amarillo Tóxico,,av;72.109;av_cc298
av,GA,76.111,#26040B,8,4,1,av_cc298,,Nocturnal Red,Rojo Nocturno,,av;72.111;av_cc298
